,participantId,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,championId,queueId,week,counter,gameCreation
1587143877201,8,True,2065,3860,3222,3117,3050,0,3364,0,10,26,0,0,0,771,0,0,0,0,0,52943,12564,10011,30367,0,10914,7696,1826,1392,9405,5,56368,6557,1206,87,43,36556,13224,20570,2762,11456,9700,1,0,34,0,0,0,152,17,10,0,40,9,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8465,8766,0,0,8446,406,0,0,8473,777,0,0,8453,922,1398,0,8275,12,0,0,8234,18329,0,0,8400,8200,5008,5008,5002,497,440,3.0,1,1587143877201
1586977789876,3,True,3179,3857,3142,3117,3147,3026,3364,11,6,7,4,1,3,634,0,0,0,0,0,56264,75,44811,11377,0,9980,75,7003,2901,7808,1,19813,18246,2823,122,27,24480,8830,14363,1286,16140,13450,1,1,56,13,4,0,139,16,4,0,38,22,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8439,122,0,0,8446,884,0,0,8473,576,0,0,8242,10,0,0,8009,3152,500,0,9105,15,30,0,8400,8000,5008,5008,5002,555,440,3.0,1,1586977789876
1586974385991,3,False,3117,3860,3050,3801,3114,0,3364,0,6,8,0,0,0,604,0,0,0,0,0,16593,6445,4808,5339,0,6740,4407,1694,638,3919,5,22401,1803,840,68,27,16059,5976,9432,650,6651,5775,0,0,27,0,0,0,65,10,7,0,33,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,2183,0,0,8446,298,0,0,8473,567,0,0,8453,472,493,0,8232,4,10,0,8234,11217,0,0,8400,8200,5008,5008,5002,497,440,3.0,1,1586974385991
1586971499005,3,True,3117,3853,3107,3123,3050,2055,3364,2,7,23,2,1,1,822,0,0,0,0,0,16668,10178,5283,1206,0,9158,5711,2490,956,4771,5,25680,2618,1870,78,33,20161,11651,7574,934,9434,7925,0,0,16,0,0,0,112,15,7,0,38,9,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,4908,0,0,8446,777,0,0,8473,983,0,0,8453,744,782,0,8232,5,0,0,8234,14415,0,0,8400,8200,5008,5008,5002,497,440,3.0,1,1586971499005
1586373361205,8,False,3117,3857,3190,3050,3109,0,3364,3,6,15,3,2,1,987,1,0,0,0,0,30332,15377,8754,6200,0,9564,7890,1033,640,490,1,29344,8468,3402,67,42,20160,4112,13442,2604,9424,8525,1,0,29,0,0,0,151,14,5,0,31,4,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,539,0,0,8446,2019,0,0,8473,973,0,0,8242,10,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5001,412,440,2.0,1,1586373361205
1586370832163,3,True,3109,3855,3117,3050,0,1036,3364,6,3,7,3,2,2,333,1,0,0,0,0,19208,6654,6453,6099,0,5633,3530,1622,480,0,0,3346,3809,1168,19,25,7132,3551,3192,389,7143,7000,0,0,26,0,0,0,45,10,2,0,7,0,True,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,169,0,0,8226,250,105,0,8233,10,0,0,8237,228,0,0,8313,0,0,0,8345,3,0,0,8200,8300,5008,5008,5002,412,440,2.0,1,1586370832163
1586203784321,8,False,3109,3857,3117,3050,0,0,3364,2,3,15,2,1,1,1158,0,0,0,0,0,21860,11581,5789,4489,0,9187,7229,1397,560,922,1,17943,1420,759,45,37,15335,5608,8774,951,6976,6500,0,0,30,0,0,0,104,13,6,0,31,8,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,778,0,0,8446,588,0,0,8473,307,0,0,8242,9,0,0,8347,0,0,0,8345,3,0,0,8400,8300,5007,5002,5001,412,440,2.0,1,1586203784321
1586196841996,8,True,3117,3857,3107,3050,3109,2055,3364,6,5,13,2,1,2,704,0,0,0,0,0,40660,23047,9322,8289,0,11738,8333,1503,1901,5283,8,23433,6357,3144,59,44,20703,7741,12363,598,10688,9300,1,0,32,4,0,0,205,15,8,0,26,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,444,0,0,8446,1970,0,0,8473,611,0,0,8242,11,0,0,8347,0,0,0,8345,3,0,0,8400,8300,5007,5002,5001,412,440,2.0,1,1586196841996
1585771594947,3,True,3285,3853,3157,3020,3135,2055,3364,10,4,16,3,2,4,460,1,0,0,0,0,129370,81587,4025,43757,0,32171,30073,1495,602,359,1,3778,50128,45626,36,28,9694,7024,2470,199,12002,10525,8,0,43,0,0,0,206,14,5,0,13,2,True,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,2324,0,0,8226,250,937,0,8210,0,0,0,8237,805,0,0,8313,0,0,0,8345,3,0,0,8200,8300,5008,5008,5002,115,440,1.0,1,1585771594947
1585767664063,8,True,3109,3857,3107,3117,3050,2055,3364,2,4,19,2,1,1,569,0,0,0,0,0,30562,18184,6753,5624,0,7464,5815,818,830,3795,2,15704,10468,2410,60,28,15694,7152,7961,579,8976,8575,1,0,25,0,0,0,108,15,7,0,30,4,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8229,532,0,0,8226,250,223,0,8210,0,0,0,8237,244,0,0,8313,0,0,0,8345,3,0,0,8200,8300,5008,5008,5002,412,440,1.0,1,1585767664063
